state,district,url,2016_republican_candidate,2016_republican_pct,2016_republican_votes,2014_republican_candidate,2014_republican_pct,2014_republican_votes,2014_democratic_candidate,2014_democratic_pct,2014_democratic_votes,2012_republican_candidate,2012_republican_pct,2012_republican_votes,2024_republican_candidate,2024_republican_pct,2024_republican_votes,2024_democratic_candidate,2024_democratic_pct,2024_democratic_votes,2022_republican_candidate,2022_republican_pct,2022_republican_votes,2022_libertarian_candidate,2022_libertarian_pct,2022_libertarian_votes,2020_republican_candidate,2020_republican_pct,2020_republican_votes,2020_democratic_candidate,2020_democratic_pct,2020_democratic_votes,2018_republican_candidate,2018_republican_pct,2018_republican_votes,2018_democratic_candidate,2018_democratic_pct,2018_democratic_votes,2016_democratic_candidate,2016_democratic_pct,2016_democratic_votes,2012_democratic_candidate,2012_democratic_pct,2012_democratic_votes,2022_democratic_candidate,2022_democratic_pct,2022_democratic_votes,2020_libertarian_candidate,2020_libertarian_pct,2020_libertarian_votes,2022_independent_candidate,2022_independent_pct,2022_independent_votes,2014_independent_candidate,2014_independent_pct,2014_independent_votes,2020_independent_candidate,2020_independent_pct,2020_independent_votes,2016_libertarian_candidate,2016_libertarian_pct,2016_libertarian_votes,2016_independent_candidate,2016_independent_pct,2016_independent_votes,2014_libertarian_candidate,2014_libertarian_pct,2014_libertarian_votes,2012_libertarian_candidate,2012_libertarian_pct,2012_libertarian_votes,2016_green_candidate,2016_green_pct,2016_green_votes,2024_independent_candidate,2024_independent_pct,2024_independent_votes,2024_green_candidate,2024_green_pct,2024_green_votes,2012_independent_candidate,2012_independent_pct,2012_independent_votes,2018_green_candidate,2018_green_pct,2018_green_votes,2012_green_candidate,2012_green_pct,2012_green_votes,2024_libertarian_candidate,2024_libertarian_pct,2024_libertarian_votes,2018_libertarian_candidate,2018_libertarian_pct,2018_libertarian_votes,2022_green_candidate,2022_green_pct,2022_green_votes,2018_independent_candidate,2018_independent_pct,2018_independent_votes,2014_green_candidate,2014_green_pct,2014_green_votes,2020_green_candidate,2020_green_pct,2020_green_votes,2012_conservative_candidate,2012_conservative_pct,2012_conservative_votes,2021_democratic_candidate,2021_democratic_pct,2021_democratic_votes,2024_conservative_candidate,2024_conservative_pct,2024_conservative_votes,2016_conservative_candidate,2016_conservative_pct,2016_conservative_votes,2021_republican_candidate,2021_republican_pct,2021_republican_votes,2021_independent_candidate,2021_independent_pct,2021_independent_votes,2021_libertarian_candidate,2021_libertarian_pct,2021_libertarian_votes,2014_conservative_candidate,2014_conservative_pct,2014_conservative_votes,2020_conservative_candidate,2020_conservative_pct,2020_conservative_votes,2022_conservative_candidate,2022_conservative_pct,2022_conservative_votes,2018_conservative_candidate,2018_conservative_pct,2018_conservative_votes,2019_republican_candidate,2019_republican_pct,2019_republican_votes,2019_democratic_candidate,2019_democratic_pct,2019_democratic_votes,2019_libertarian_candidate,2019_libertarian_pct,2019_libertarian_votes,2019_green_candidate,2019_green_pct,2019_green_votes,2023_democratic_candidate,2023_democratic_pct,2023_democratic_votes,2023_republican_candidate,2023_republican_pct,2023_republican_votes,2023_libertarian_candidate,2023_libertarian_pct,2023_libertarian_votes,2023_independent_candidate,2023_independent_pct,2023_independent_votes
Texas,21,https://ballotpedia.org/Texas'_21st_Congressional_District,Lamar SmithIncumbent,57%,"202,967",Lamar SmithIncumbent,71.8%,"135,660",,,,Lamar SmithIncumbent,60.5%,"187,015",Chip Roy(R),61.9,"263,744",Kristin Hook(D),36.1,"153,765",Chip Roy(R),62.8,"207,426",,,,Chip Roy(R),52.0,"235,740",Wendy Davis(D),45.4,"205,780",Chip Roy(R),50.2,"177,654",Joseph Kopser(D),47.6,"168,421",Thomas Wakely,36.4%,"129,765",Candace E. Duval,35.4%,"109,326",Claudia Zapata(D),37.2,"122,655",Arthur DiBianca(L),1.9,"8,666",,,,,,,,,,Mark Loewe,4.1%,"14,735",,,,Ryan Shields,13.5%,"25,505",John-Henry Liberty,4.1%,"12,524",Antonio Diaz,2.4%,"8,564",,,,,,,,,,,,,,,,Bob King(L),2.1,"8,914",Lee Santos(L),2.1,"7,542",,,,,,,Antonio Diaz,14.7%,"27,831",Thomas Wakely(G),0.8,"3,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,22,https://ballotpedia.org/Texas'_22nd_Congressional_District,Pete OlsonIncumbent,59.5%,"181,864",Pete OlsonIncumbent,66.5%,"100,861",Frank Briscoe,31.6%,"47,844",Pete OlsonIncumbent,64%,"160,668",Troy Nehls(R),62.1,"209,285",Marquette Greene-Scott(D),37.9,"127,604",Troy Nehls(R),62.2,"150,014",Joseph LeBlanc(L),2.2,"5,378",Troy Nehls(R),51.5,"210,259",Sri Preston Kulkarni(D),44.6,"181,998",Peter G. Olson(R),51.4,"152,750",Sri Preston Kulkarni(D),46.5,"138,153",Mark Gibson,40.5%,"123,679",Kesha Rogers,32%,"80,203",Jamie Jordan(D),35.5,"85,653",Joseph LeBlanc(L),3.9,"15,791",Jim Squires(Independent) (Write-in),0.1,170,,,,,,,,,,,,,Rob Lapham,1.9%,"2,861",Steven Susman,2.4%,"5,986",,,,,,,,,,,,,,,,Don Cook,1.6%,"4,054",,,,John McElligott(L),1.1,"3,261",,,,Sara Kellen Sweny(Independent),1.1,"3,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,23,https://ballotpedia.org/Texas'_23rd_Congressional_District,Will HurdIncumbent,48.3%,"110,577",Will Hurd,49.8%,"57,459",Pete GallegoIncumbent,47.7%,"55,037",Francisco CansecoIncumbent,45.6%,"87,547",Tony Gonzales(R),62.3,"180,720",Santos Limon(D),37.7,"109,373",Tony Gonzales(R),55.9,"116,649",,,,Tony Gonzales(R),50.6,"149,395",Gina Ortiz Jones(D),46.6,"137,693",William Hurd(R),49.2,"103,285",Gina Ortiz Jones(D),48.7,"102,359",Pete Gallego,47%,"107,526",Pete Gallego,50.3%,"96,676",John Lira(D),38.8,"80,947",Beto Villela(L),2.8,"8,369",Francisco Lopez(Independent),5.4,"11,180",,,,,,,Ruben Corvalan,4.7%,"10,862",,,,Ruben Corvalan,2.5%,"2,933",Jeffrey C. Blunt,3%,"5,841",,,,,,,,,,,,,,,,Ed Scharf,1.1%,"2,105",,,,Ruben Corvalan(L),2.1,"4,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,24,https://ballotpedia.org/Texas'_24th_Congressional_District,Kenny MarchantIncumbent,56.2%,"154,845",Kenny MarchantIncumbent,65%,"93,712",Patrick McGehearty,32.3%,"46,548",Kenny MarchantIncumbent,61%,"148,586",Beth Van Duyne(R),60.3,"227,108",Sam Eppler(D),39.7,"149,518",Beth Van Duyne(R),59.7,"177,947",,,,Beth Van Duyne(R),48.8,"167,910",Candace Valenzuela(D),47.5,"163,326",Kenny Marchant(R),50.6,"133,317",Jan McDowell(D),47.5,"125,231",Jan McDowell,39.3%,"108,389",Tim Rusk,36%,"87,645",Jan McDowell(D),40.3,"119,878",Darren Hamilton(L),1.6,"5,647",,,,,,,Mark Bauer(Independent),0.8,"2,909",Mike Kolls,3.1%,"8,625",,,,Mike Kolls,2.6%,"3,813",John Stathas,3%,"7,258",Kevin McCormick,1.4%,"3,776",,,,,,,,,,,,,,,,,,,Mike Kolls(L),1.8,"4,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,25,https://ballotpedia.org/Texas'_25th_Congressional_District,Roger WilliamsIncumbent,58.3%,"180,988",Roger WilliamsIncumbent,60.2%,"107,120",Marco Montoya,36.2%,"64,463",Roger Williams,58.4%,"154,245",Roger Williams(R),99.4,"263,042",,,,Roger Williams(R),100.0,"185,270",,,,Roger Williams(R),55.9,"220,088",Julie Oliver(D),42.1,"165,697",Roger Williams(R),53.5,"163,023",Julie Oliver(D),44.8,"136,385",Kathi Thomas,37.7%,"117,073",Elaine M. Henderson,37.4%,"98,827",,,,Bill Kelsey(L),2.0,"7,738",,,,,,,,,,Loren Schneiderman,3.9%,"12,135",,,,"John Betz, Jr.",3.5%,"6,300",Betsy Dewey,4.1%,"10,860",,,,Chad Hagg(Independent) (Write-in),0.6,"1,661",,,,,,,,,,,,,,,,Desarae Lindsey(L),1.7,"5,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,26,https://ballotpedia.org/Texas'_26th_Congressional_District,Michael BurgessIncumbent,66.4%,"211,730",Michael BurgessIncumbent,82.7%,"116,944",,,,Michael BurgessIncumbent,68.3%,"176,642",Brandon Gill(R),62.1,"241,096",Ernest Lineberger III(D),35.7,"138,558",Michael C. Burgess(R),69.3,"183,639",Mike Kolls(L),30.7,"81,384",Michael C. Burgess(R),60.6,"261,963",Carol Iannuzzi(D),37.3,"161,099",Michael C. Burgess(R),59.4,"185,551",Linsey Fagan(D),39.0,"121,938",Eric Mauck,29.6%,"94,507",David Sanchez,28.7%,"74,237",,,,Mark Boler(L),2.1,"9,243",,,,,,,,,,Mark Boler,4%,"12,843",,,,Mark Boler,17.3%,"24,526",Mark Boler,3%,"7,844",,,,,,,,,,,,,,,,,,,Phil Gray(L),2.3,"8,773",Mark Boler(L),1.6,"5,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,27,https://ballotpedia.org/Texas'_27th_Congressional_District,Blake FarentholdIncumbent,61.7%,"142,251",Blake FarentholdIncumbent,63.6%,"83,342",Wesley Reed,33.7%,"44,152",Blake FarentholdIncumbent,56.8%,"120,684",Michael Cloud(R),66.0,"183,980",Tanya Lloyd(D),34.0,"94,596",Michael Cloud(R),64.4,"133,416",,,,Michael Cloud(R),63.1,"172,305",Ricardo De La Fuente(D),34.9,"95,466",Michael Cloud(R),60.3,"125,118",Eric Holguin(D),36.6,"75,929",Raul (Roy) Barrera,38.3%,"88,329",Rose Meza Harrison,39.2%,"83,395",Maclovio Perez Jr.(D),35.6,"73,611",Phil Gray(L),2.0,"5,482",,,,,,,,,,,,,,,,Roxanne Simonson,2.7%,"3,553",Corrie Byrd,1.5%,"3,218",,,,,,,,,,Bret Baldwin,2.5%,"5,354",,,,,,,,,,Daniel Tinus(L),1.0,"2,100",,,,James Duerr(Independent),2.1,"4,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,28,https://ballotpedia.org/Texas'_28th_Congressional_District,Zeffen Hardin,31.3%,"57,740",,,,Henry CuellarIncumbent,82.1%,"62,508",William R. Hayward,29.8%,"49,309",Jay Furman(R),47.2,"112,117",Henry Cuellar(D),52.8,"125,490",Cassy Garcia(R),43.3,"71,778",,,,Sandra Whitten(R),39.0,"91,925",Henry Cuellar(D),58.3,"137,494",,,,Henry Cuellar(D),84.4,"117,494",Henry CuellarIncumbent,66.2%,"122,086",Henry CuellarIncumbent,67.9%,"112,456",Henry Cuellar(D),56.7,"93,803",Bekah Congdon(L),2.7,"6,425",,,,,,,,,,,,,,,,Will Aikens,13.3%,"10,153",Patrick Hisel,1.5%,"2,473",Michael Cary,2.5%,"4,616",,,,,,,,,,,,,Michael D. Cary,0.8%,"1,407",,,,Arthur Thomas IV(L),15.6,"21,732",,,,,,,Michael Cary,4.6%,"3,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,29,https://ballotpedia.org/Texas'_29th_Congressional_District,Julio Garza,24%,"31,646",,,,Gene GreenIncumbent,89.5%,"41,321",,,,Alan Garza(R),34.7,"52,830",Sylvia Garcia(D),65.3,"99,379",Robert Schafranek(R),28.6,"28,765",,,,Jaimy Annette Zoboulikos-Blanco(R),27.5,"42,840",Sylvia Garcia(D),71.4,"111,305",Phillip Arnold Aronoff(R),23.9,"28,098",Sylvia Garcia(D),75.1,"88,188",Gene GreenIncumbent,72.5%,"95,649",Gene GreenIncumbent,90%,"86,053",Sylvia Garcia(D),71.4,"71,837",Phil Kurtz(L),1.1,"1,683",,,,,,,,,,Ruben Perez,2.5%,"3,234",,,,James Stanczak,10.5%,"4,822",James Stanczak,5.2%,"4,996",James Partsch-Galvan,1.1%,"1,453",,,,,,,,,,,,,Maria Selva,4.8%,"4,562",,,,Cullen Burns(L),1.0,"1,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,3,https://ballotpedia.org/Texas'_3rd_Congressional_District,Sam JohnsonIncumbent,61.2%,"193,684",Sam JohnsonIncumbent,82%,"113,404",,,,Sam JohnsonIncumbent,100%,"187,180",Keith Self(R),62.5,"237,794",Sandeep Srivastava(D),37.5,"142,953",Keith Self(R),60.5,"164,240",Christopher Claytor(L),2.5,"6,895",Van Taylor(R),55.1,"230,512",Lulu Seikaly(D),42.9,"179,458",Van Taylor(R),54.2,"169,520",Lorie Burch(D),44.2,"138,234",Adam Bell,34.6%,"109,420",,,,Sandeep Srivastava(D),36.9,"100,121",Christopher Claytor(L),2.1,"8,621",,,,,,,,,,Scott Jameson,3.3%,"10,448",,,,,,,,,,Paul Blair,0.9%,"2,915",,,,,,,,,,,,,,,,,,,Christopher Claytor(L),1.5,"4,604",,,,,,,Paul Blair,18%,"24,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,30,https://ballotpedia.org/Texas'_30th_Congressional_District,Charles Lingerfelt,19%,"41,518",,,,Eddie Bernice JohnsonIncumbent,87.9%,"93,041","Travis Washington, Jr.",19%,"41,222",,,,Jasmine Crockett(D),84.9,"197,650",James Rodgers(R),21.7,"39,209",Phil Gray(L),1.0,"1,870",Tre Pennie(R),18.4,"48,685",Eddie Bernice Johnson(D),77.5,"204,928",,,,Eddie Bernice Johnson(D),91.1,"166,784",Eddie Bernice JohnsonIncumbent,77.9%,"170,502",Eddie Bernice JohnsonIncumbent,78.8%,"171,059",Jasmine Crockett(D),74.7,"134,876",,,,Debbie Walker(Independent) (Write-in),0.4,738,Eric LeMonte Williams,5.3%,"5,598",Eric LeMonte Williams(Independent),4.1,"10,851",Jarrett Woods,2.2%,"4,753",,,,"Max Koch, III",6.8%,"7,154",Ed Rankin,2.2%,"4,733",Thom Prentice,0.9%,"2,053",,,,,,,,,,,,,,,,Jrmar Jefferson(L),15.1,"35,175",Shawn Jones(L),8.9,"16,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,31,https://ballotpedia.org/Texas'_31st_Congressional_District,John CarterIncumbent,58.4%,"166,060",John CarterIncumbent,64%,"91,607",Louie Minor,32%,"45,715",John R. CarterIncumbent,61.3%,"145,348",John Carter(R),64.4,"229,087",Stuart Whitlow(D),35.6,"126,470",John Carter(R),100.0,"183,185",,,,John Carter(R),53.4,"212,695",Donna Imam(D),44.3,"176,293",John Carter(R),50.6,"144,680",Mary Jennings Hegar(D),47.7,"136,362",Mike Clark,36.5%,"103,852",Stephen M. Wyman,35%,"82,977",,,,Clark Patterson(L),2.2,"8,922",,,,,,,Jonathan Scott(Independent) (Write-in),0.0,147,Scott Ballard,5.2%,"14,676",,,,Scott Ballard,4%,"5,706",Ethan Garofalo,3.7%,"8,862",,,,,,,,,,,,,,,,,,,,,,Jason Hope(L),1.7,"4,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,32,https://ballotpedia.org/Texas'_32nd_Congressional_District,Pete SessionsIncumbent,71.1%,"162,868",Pete SessionsIncumbent,61.8%,"96,495",Frank Perez,35.4%,"55,325",Pete SessionsIncumbent,58.3%,"146,653",Darrell Day(R),37.0,"85,941",Julie Johnson(D),60.5,"140,536",Antonio Swad(R),34.6,"61,494",,,,Genevieve Collins(R),45.9,"157,867",Colin Allred(D),51.9,"178,542",Pete Sessions(R),45.8,"126,101",Colin Allred(D),52.3,"144,067",,,,Katherine Savers McGovern,39.5%,"99,288",Colin Allred(D),65.4,"116,005",Christy Mowrey(L),1.4,"4,946",,,,,,,Jason Sigmon(Independent),0.7,"2,332",Ed Rankin,19%,"43,490",,,,Ed Rankin,2.7%,"4,276",Seth Hollist,2.3%,"5,695",Gary Stuard,10%,"22,813",,,,,,,,,,,,,,,,Kevin Hale(L),2.6,"5,987",Melina Baker(L),2.0,"5,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,33,https://ballotpedia.org/Texas'_33rd_Congressional_District,M. Mark Mitchell,26.3%,"33,222",,,,Marc VeaseyIncumbent,86.5%,"43,769",Chuck Bradley,25.8%,"30,252",Patrick Gillespie(R),31.2,"51,864",Marc Veasey(D),68.8,"114,289",Patrick Gillespie(R),25.6,"29,203",Ken Ashby(L),2.4,"2,746",Fabian Cordova Vasquez(R),25.2,"39,638",Marc Veasey(D),66.8,"105,317",Willie Billups(R),21.9,"26,120",Marc Veasey(D),76.2,"90,805",Marc VeaseyIncumbent,73.7%,"93,147",Marc Veasey,72.5%,"85,114",Marc Veasey(D),72.0,"82,081",Jason Reeves(L),1.6,"2,586",,,,,,,Renedria Welton(Independent),1.3,"1,994",,,,,,,Jason Reeves,13.5%,"6,823",,,,,,,,,,,,,,,,,,,Ed Lindsay,1.7%,"2,009",,,,Jason Reeves(L),1.9,"2,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,34,https://ballotpedia.org/Texas'_34th_Congressional_District,Rey Gonzalez Jr.,37.3%,"62,323",Larry Smith,38.6%,"30,811",Filemon VelaIncumbent,59.5%,"47,503",Jessica Puente Bradshaw,36.2%,"52,448",Mayra Flores(R),48.7,"97,603",Vicente Gonzalez Jr.(D),51.3,"102,780",Mayra Flores(R),44.2,"59,464",,,,Rey Gonzalez Jr.(R),41.8,"84,119",Filemon Vela(D),55.4,"111,439",Rey Gonzalez Jr.(R),40.0,"57,243",Filemon Vela(D),60.0,"85,825",Filemon VelaIncumbent,62.7%,"104,638",Filemon Vela,61.9%,"89,606",Vicente Gonzalez Jr.(D),52.7,"70,896",Anthony Cristo(L),1.6,"3,222",Chris Royal(Independent),3.0,"4,079",,,,Chris Royal(Independent),1.1,"2,247",,,,,,,Ryan Rowley,2%,"1,563",Steven Shanklin,1.9%,"2,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,35,https://ballotpedia.org/Texas'_35th_Congressional_District,Susan Narvaiz,31.6%,"62,384",Susan Narvaiz,33.3%,"32,040",Lloyd DoggettIncumbent,62.5%,"60,124",Susan Narvaiz,32%,"52,894",Steven Wright(R),32.6,"82,610",Greg Casar(D),67.4,"170,509",Dan McQueen(R),27.4,"48,969",,,,Jenny Garcia Sharon(R),29.9,"80,795",Lloyd Doggett(D),65.4,"176,373",David Smalling(R),26.0,"50,553",Lloyd Doggett(D),71.3,"138,278",Lloyd DoggettIncumbent,63.1%,"124,612",Lloyd DoggettIncumbent,63.9%,"105,626",Greg Casar(D),72.6,"129,599",Mark Loewe(L),2.7,"7,393",,,,,,,Jason Mata Sr.(Independent),1.9,"5,236",Rhett Smith,3.3%,"6,504",,,,Cory Bruner,2.9%,"2,767",Ross Lynn Leone,2.5%,"4,082",Scott Trimble,2.1%,"4,076",,,,,,,,,,,,,Meghan Owen,1.5%,"2,540",,,,Clark Patterson(L),2.7,"5,236",,,,,,,Kat Swift,1.3%,"1,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,36,https://ballotpedia.org/Texas'_36th_Congressional_District,Brian BabinIncumbent,88.6%,"193,675",Brian Babin,76%,"101,663",Michael Cole,22.1%,"29,543",Steve Stockman,70.7%,"165,405",Brian Babin(R),69.4,"206,009",Dayna Steele(D),30.6,"91,009",Brian Babin(R),69.5,"145,599",,,,Brian Babin(R),73.6,"222,712",Rashad Lewis(D),24.3,"73,418",Brian Babin(R),72.6,"161,048",Dayna Steele(D),27.4,"60,908",,,,Max Martin,26.6%,"62,143",Jon Haire(D),30.5,"64,016",Chad Abbey(L),1.6,"4,848",,,,,,,,,,,,,,,,Rodney Veach,1.5%,"1,951",Michael K. Cole,2.7%,"6,284",Hal Ridley Jr.,11.4%,"24,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,Hal Ridley Jr.,0.5%,685,Hal Ridley(G),0.5,"1,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,37,https://ballotpedia.org/Texas'_37th_Congressional_District,,,,,,,,,,,,,Jenny Garcia Sharon(R),23.6,"80,366",Lloyd Doggett(D),74.2,"252,980",Jenny Garcia Sharon(R),21.0,"59,923",Clark Patterson(L),2.2,"6,332",,,,,,,,,,,,,,,,,,,Lloyd Doggett(D),76.8,"219,358",,,,Sherri Taylor(Independent) (Write-in),0.1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girish Altekar(L),2.2,"7,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,38,https://ballotpedia.org/Texas'_38th_Congressional_District,,,,,,,,,,,,,Wesley Hunt(R),62.7,"215,030",Melissa McDonough(D),37.2,"127,640",Wesley Hunt(R),63.0,"163,597",,,,,,,,,,,,,,,,,,,,,,Duncan Klussmann(D),35.5,"92,302",,,,Joel Dejean(Independent),1.5,"3,970",,,,,,,,,,,,,,,,,,,,,,Avery Ayers(Independent) (Write-in),0.0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,4,https://ballotpedia.org/Texas'_4th_Congressional_District,John RatcliffeIncumbent,88%,"216,643",John Ratcliffe,100%,"115,085",,,,Ralph M. HallIncumbent,73%,"182,679",Pat Fallon(R),68.4,"241,603",Simon Cardell(D),31.6,"111,696",Pat Fallon(R),66.7,"170,781",John Simmons(L),2.4,"6,049",Pat Fallon(R),75.1,"253,837",Russell Foster(D),22.6,"76,326",John Ratcliffe(R),75.7,"188,667",Catherine Krantz(D),23.0,"57,400",,,,VaLinda Hathcox,24.1%,"60,214",Iro Omere(D),30.9,"79,179",Lou Antonelli(L),1.9,"6,334",,,,,,,Tracy Jones(Independent) (Write-in),0.4,"1,306",Cody Wommack,12%,"29,577",,,,,,,Thomas Griffing,2.9%,"7,262",,,,,,,,,,,,,,,,,,,,,,Ken Ashby(L),1.3,"3,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,5,https://ballotpedia.org/Texas'_5th_Congressional_District,Jeb HensarlingIncumbent,80.6%,"155,469",Jeb HensarlingIncumbent,85.4%,"88,998",,,,Jeb HensarlingIncumbent,64.4%,"134,091",Lance Gooden(R),64.1,"192,185",Ruth Torres(D),35.9,"107,712",Lance Gooden(R),64.0,"135,595",Kevin Hale(L),2.0,"4,293",Lance Gooden(R),62.0,"173,836",Carolyn Salter(D),35.9,"100,743",Lance Gooden(R),62.3,"130,617",Dan Wood(D),37.5,"78,666",,,,Linda S. Mrosko,33.2%,"69,178",Tartisha Hill(D),33.9,"71,930",Kevin Hale(L),2.1,"5,834",Ruth Torres(Independent) (Write-in),0.1,147,,,,,,,Ken Ashby,19.4%,"37,406",,,,Ken Ashby,14.6%,"15,264",Ken Ashby,2.4%,"4,961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,6,https://ballotpedia.org/Texas'_6th_Congressional_District,Joe BartonIncumbent,58.3%,"159,444",Joe BartonIncumbent,61.1%,"92,334",David Cozad,36.4%,"55,027",Joe BartonIncumbent,58%,"145,019",Jake Ellzey(R),65.7,"188,119",John Love III(D),34.3,"98,319",Jake Ellzey(R),100.0,"149,321",,,,Ronald Wright(R),52.8,"179,507",Stephen Daniel(D),44.0,"149,530",Ronald Wright(R),53.1,"135,961",Jana Lynne Sanchez(D),45.4,"116,350",Ruby Faye Woolridge,39%,"106,667",Kenneth Sanders,39.2%,"98,053",,,,Melanie Black(L),3.2,"10,955",,,,,,,,,,,,,,,,Hugh Chauvin,2.4%,"3,635",Hugh Chauvin,1.9%,"4,847",Darrel Smith,2.6%,"7,185",,,,,,,,,,,,,Brandon Parmer,0.8%,"2,017",,,,Jason Harber(L),1.5,"3,731",,,,,,,,,,,,,,,,Christopher Suprun(D),0.1,102,,,,,,,Jenny Garcia Sharon(R),0.2,150,Adrian Mizher(Independent),0.4,351.0,Phil Gray(L),0.3,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,7,https://ballotpedia.org/Texas'_7th_Congressional_District,John CulbersonIncumbent,56.2%,"143,542",John CulbersonIncumbent,63.3%,"90,606",James Cargas,34.5%,"49,478",John CulbersonIncumbent,60.8%,"142,793",Caroline Kane(R),38.7,"94,651",Lizzie Pannill Fletcher(D),61.3,"149,820",Johnny Teague(R),36.2,"65,835",,,,Wesley Hunt(R),47.5,"149,054",Lizzie Pannill Fletcher(D),50.8,"159,529",John Culberson(R),47.5,"115,642",Lizzie Pannill Fletcher(D),52.5,"127,959",James Cargas,43.8%,"111,991",James Cargas,36.4%,"85,553",Lizzie Pannill Fletcher(D),63.8,"115,994",Shawn Kelly(L),1.8,"5,542",,,,,,,,,,,,,,,,Gerald Fowler,2.2%,"3,135",Drew Parks,2%,"4,669",,,,,,,,,,,,,,,,Lance Findley,0.8%,"1,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,8,https://ballotpedia.org/Texas'_8th_Congressional_District,Kevin BradyIncumbent,100%,"236,379",Kevin BradyIncumbent,89.3%,"125,066",,,,Kevin BradyIncumbent,77.3%,"194,043",Morgan Luttrell(R),68.2,"233,423",Laura Jones(D),31.8,"108,754",Morgan Luttrell(R),68.1,"153,127",Roy Eriksen(L),1.4,"3,126",Kevin Brady(R),72.5,"277,327",Elizabeth Hernandez(D),25.5,"97,409",Kevin Brady(R),73.4,"200,619",Steven David(D),24.9,"67,930",,,,Neil Burns,20.3%,"51,051",Laura Jones(D),30.5,"68,715",Chris Duncan(L),2.0,"7,735",,,,,,,,,,,,,,,,Ken Petty,10.7%,"14,947",Roy Hall,2.4%,"5,958",,,,,,,,,,,,,,,,,,,,,,Chris Duncan(L),1.7,"4,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
